Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
876,The Cabin in the Woods,69935600,42073277,27862323,2012.csv,2012,60.160028654933974,39.83997134506603
877,Sole a catinelle,69903094,0,69903094,2013.csv,2013,0.0,100.0
878,The Dilemma,69721966,48475290,21246676,2011.csv,2011,69.52656785380952,30.473432146190483
879,After,69518232,12138565,57379667,2019.csv,2019,17.46098059570905,82.53901940429095
880,Exit,69501772,470699,69031073,2019.csv,2019,0.6772474808268197,99.32275251917318
881,Playing with Fire,69412425,44451847,24960578,2019.csv,2019,64.04018732957391,35.959812670426075
882,13 Hours,69411370,52853219,16558151,2015.csv,2015,76.14490104431017,23.855098955689826
883,Finding Nemo 2012 3D Release,69328283,41128283,28200000,2012.csv,2012,59.32396017942634,40.67603982057366
884,Anna Karenina,68929150,12816367,56112783,2012.csv,2012,18.593536986891614,81.4064630131084
885,Running Man,68782475,310978,68471497,2015.csv,2015,0.4521180722269735,99.54788192777303
886,The Nut Job 2: Nutty by Nature,68743485,28370522,40372963,2017.csv,2017,41.270124725273966,58.72987527472603
887,The Call,68572631,51872378,16700253,2013.csv,2013,75.64589143444124,24.354108565558757
888,One Direction: This Is Us,68532898,28873374,39659524,2013.csv,2013,42.13067715303678,57.86932284696322
889,Stalingrad,68316452,1013945,67302507,2013.csv,2013,1.4841886109659208,98.51581138903408
890,The Watch,68267862,35353000,32914862,2012.csv,2012,51.78571433802922,48.21428566197078
891,Moonrise Kingdom,68263166,45512466,22750700,2012.csv,2012,66.67207026407185,33.32792973592816
892,Shoplifters,67999335,3313513,64685822,2018.csv,2018,4.872860889007223,95.12713911099277
893,A Beautiful Day in the Neighborhood,67925733,61704055,6221678,2019.csv,2019,90.84046984078921,9.159530159210796
894,Jersey Boys,67647013,47047013,20600000,2014.csv,2014,69.54780545890475,30.452194541095256
895,The Secret of the Gods,67537798,0,67537798,2012.csv,2012,0.0,100.0
896,12 Strong,67450815,45819713,21631102,2018.csv,2018,67.93055502739293,32.06944497260707
897,American Assassin,67234188,36249674,30984514,2017.csv,2017,53.915537732083564,46.084462267916436
898,War,67179155,4654000,62525155,2019.csv,2019,6.927744178979328,93.07225582102068
899,The Giver,66980456,45090374,21890082,2014.csv,2014,67.31870263767688,32.68129736232312
900,Madea's Witness Protection,66899242,65653242,1246000,2012.csv,2012,98.13749758181116,1.8625024181888339
901,Selma,66787908,52076908,14711000,2014.csv,2014,77.9735577284439,22.0264422715561
902,A Violent Prosecutor,66736633,0,66736633,2015.csv,2015,0.0,100.0
903,Victoria & Abdul,66558465,22245070,44313395,2017.csv,2017,33.42184949728033,66.57815050271968
904,"Love, Simon",66316289,40826341,25489948,2018.csv,2018,61.563066353124796,38.436933646875204
905,Mile 22,66308758,36108758,30200000,2018.csv,2018,54.45548836851989,45.54451163148011
906,One Piece Film: Gold,66207073,423593,65783480,2016.csv,2016,0.639800221949096,99.36019977805091
907,Life of the Party,65859911,53059911,12800000,2018.csv,2018,80.56480823364612,19.435191766353892
908,Beijing Love Story,65842375,428318,65414057,2014.csv,2014,0.6505202766455493,99.34947972335445
909,The Age of Adaline,65663276,42629776,23033500,2015.csv,2015,64.92179281460157,35.078207185398426
910,Eiga Doraemon: Nobita no getsumen tansaki,65406606,0,65406606,2019.csv,2019,0.0,100.0
911,Moonlight,65336603,27854932,37481671,2016.csv,2016,42.63296639404409,57.36703360595592
912,The House That Never Dies,65220000,0,65220000,2014.csv,2014,0.0,100.0
913,Something Borrowed,65100369,39046489,26053880,2011.csv,2011,59.97890580312993,40.02109419687007
914,The Pirates,64858224,415775,64442449,2014.csv,2014,0.6410520892462304,99.35894791075377
915,God's Not Dead,64667874,60755732,3912142,2014.csv,2014,93.95040882277961,6.0495911772203925
916,The Darkest Hour,64626786,21443494,43183292,2011.csv,2011,33.18050506178661,66.81949493821338
917,Happy Death Day 2U,64600152,28148130,36452022,2019.csv,2019,43.57285413198409,56.42714586801591
918,L Storm,64517456,0,64517456,2018.csv,2018,0.0,100.0
919,Monster Trucks,64493915,33370166,31123749,2016.csv,2016,51.74157282900255,48.25842717099745
920,Monk Comes Down the Mountain,64455686,0,64455686,2015.csv,2015,0.0,100.0
921,Capernaum,64417003,1661096,62755907,2018.csv,2018,2.5786607923997953,97.4213392076002
922,Fences,64414761,57682904,6731857,2016.csv,2016,89.54920130806664,10.45079869193336
923,Zhongkui: Snow Girl and the Dark Crystal,64325947,165428,64160519,2015.csv,2015,0.2571714956641058,99.74282850433589
924,Isle of Dogs,64241499,32015231,32226268,2018.csv,2018,49.83574713908839,50.16425286091161
925,Suck Me Shakespeer 3,64236772,0,64236772,2017.csv,2017,0.0,100.0
926,Thunder and the House of Magic,64197205,4091,64193114,2013.csv,2013,0.00637255157759594,99.9936274484224
927,The Danish Girl,64191523,11114018,53077505,2015.csv,2015,17.31384064528271,82.68615935471729
928,The Boy,64188367,35819556,28368811,2015.csv,2015,55.803812550644885,44.196187449355115
929,The Grandmaster,64076736,6594959,57481777,2013.csv,2013,10.292282990194757,89.70771700980524
930,The Pirate Fairy,63998725,0,63998725,2014.csv,2014,0.0,100.0
931,The Inbetweeners 2,63852235,0,63852235,2014.csv,2014,0.0,100.0
932,Hanna,63782078,40259119,23522959,2011.csv,2011,63.119798323284485,36.880201676715515
933,"Hail, Caesar!",63647656,30498085,33149571,2016.csv,2016,47.91705919225054,52.082940807749466
934,Footloose 2011 Re-release,63543328,51802742,11740586,2011.csv,2011,81.52349527553861,18.476504724461396
935,Conan the Barbarian,63523283,21295021,42228262,2011.csv,2011,33.523174487061695,66.47682551293829
936,Begin Again,63464861,16170632,47294229,2014.csv,2014,25.479661887229216,74.52033811277077
937,Colombiana,63458440,36665854,26792586,2011.csv,2011,57.77931824356224,42.220681756437756
938,Side Effects,63414135,32172757,31241378,2013.csv,2013,50.73436229950941,49.26563770049059
939,The Host,63365859,26627201,36738658,2013.csv,2013,42.021368320754554,57.97863167924544
940,The Hundred Regiments Offensive,63230000,0,63230000,2015.csv,2015,0.0,100.0
941,Detective Conan: Crimson Love Letter,63144805,0,63144805,2017.csv,2017,0.0,100.0
942,The Longest Ride,62944815,37446117,25498698,2015.csv,2015,59.49039170263667,40.50960829736333
943,Unfriended,62882090,32482090,30400000,2015.csv,2015,51.65555088897331,48.344449111026684
944,The Mountain Between Us,62832209,30348555,32483654,2017.csv,2017,48.30095182551993,51.69904817448007
945,The Star,62812974,40852824,21960150,2017.csv,2017,65.038830990553,34.961169009447
946,The Nice Guys,62788218,36261763,26526455,2016.csv,2016,57.752495858379035,42.247504141620965
947,Beauty and the Beast 2012 3D Release,62767829,47617067,15150762,2012.csv,2012,75.86221757008674,24.13778242991326
948,Runner Runner,62675095,19316646,43358449,2013.csv,2013,30.82028994132358,69.17971005867642
949,How to Be a Latin Lover,62547032,32149404,30397628,2017.csv,2017,51.40036700702281,48.599632992977185
950,The White Haired Witch of Lunar Kingdom,62515046,0,62515046,2014.csv,2014,0.0,100.0
951,Andhadhun,62475342,1193046,61282296,2018.csv,2018,1.9096270013215775,98.09037299867842
952,47 Meters Down,62187529,44307191,17880338,2017.csv,2017,71.24771109654478,28.752288903455224
953,Brooklyn,62076141,38322743,23753398,2015.csv,2015,61.73506017392415,38.26493982607585
954,"Dragon Ball Z: Resurrection ""F""",61768190,8008363,53759827,2015.csv,2015,12.96518968744268,87.03481031255733
955,White Snake,61631776,34730,61597046,2019.csv,2019,0.0563508018980339,99.94364919810197
956,"Everything, Everything",61621140,34121140,27500000,2017.csv,2017,55.37245821807256,44.62754178192744
957,Woman in Gold,61619773,33307793,28311980,2015.csv,2015,54.0537418078447,45.9462581921553
958,The Face Reader,61559184,515876,61043308,2013.csv,2013,0.8380163063889865,99.161983693611
959,Krampus,61548707,42725475,18823232,2015.csv,2015,69.4173396688902,30.5826603311098
960,From Up on Poppy Hill,61459425,1002895,60456530,2011.csv,2011,1.63180016734618,98.36819983265383
961,Bombshell,61404394,31762808,29641586,2019.csv,2019,51.727255870320946,48.272744129679054
962,Ashfall,61354854,372562,60982292,2019.csv,2019,0.6072249801132279,99.39277501988677
963,Astérix and Obélix: God Save Britannia,61319383,0,61319383,2012.csv,2012,0.0,100.0
964,The Legend of Hercules,61279452,18848538,42430914,2013.csv,2013,30.758333152195945,69.24166684780405
965,The Walk,61181942,10137502,51044440,2014.csv,2014,16.569434817874857,83.43056518212515
966,Doraemon: Great Adventure in the Antarctic Kachi Kochi,61153455,0,61153455,2017.csv,2017,0.0,100.0
967,Ma,61105672,45896028,15209644,2019.csv,2019,75.10927627144007,24.890723728559927
968,Snatched,60845711,45852178,14993533,2017.csv,2017,75.35811028652455,24.641889713475447
969,Kick-Ass 2,60795985,28795985,32000000,2013.csv,2013,47.36494523445915,52.63505476554084
970,What a Beautiful Day,60661950,0,60661950,2011.csv,2011,0.0,100.0
971,The Founding of an Army,60600361,0,60600361,2017.csv,2017,0.0,100.0
972,Evangelion: 3.0 You Can (Not) Redo,60488344,174945,60313399,2012.csv,2012,0.28922101091079633,99.71077898908919
973,My Little Pony: The Movie,60330833,21885107,38445726,2017.csv,2017,36.27516132588456,63.72483867411544
974,The Perfect Guy,60273173,57027435,3245738,2015.csv,2015,94.61495415215654,5.385045847843451
975,A Haunted House,60159584,40041683,20117901,2013.csv,2013,66.55910885288037,33.440891147119636
976,Beautiful Creatures,60052138,19452138,40600000,2013.csv,2013,32.3920823601651,67.60791763983491
977,My Best Summer,60011073,0,60011073,2019.csv,2019,0.0,100.0
978,Forever Young,59981902,149761,59832141,2015.csv,2015,0.24967697756566637,99.75032302243433
979,Adrift,59945012,31445012,28500000,2018.csv,2018,52.45642790095696,47.54357209904303
980,Quartet,59520298,18390117,41130181,2012.csv,2012,30.897219298196386,69.10278070180361
981,Rock of Ages,59418613,38518613,20900000,2012.csv,2012,64.82583664482374,35.17416335517626
982,Miss Granny,59396311,234573,59161738,2015.csv,2015,0.3949285671967069,99.6050714328033
983,One Day,59389433,13843771,45545662,2011.csv,2011,23.310158559688556,76.68984144031144
984,Molly's Game,59284015,28780744,30503271,2017.csv,2017,48.54722474515263,51.45277525484736
985,The Devotion of Suspect X,59035664,686435,58349229,2017.csv,2017,1.1627463019641822,98.83725369803582
986,The Gift,58978653,43787265,15191388,2015.csv,2015,74.2425653566554,25.757434643344602
987,Miss Granny,58940254,0,58940254,2014.csv,2014,0.0,100.0
988,A Walk Among the Tombstones,58834384,26307600,32526784,2014.csv,2014,44.714668891578775,55.28533110842122
989,Shock Wave,58815633,0,58815633,2017.csv,2017,0.0,100.0
990,The Tree of Life,58409247,13303319,45105928,2011.csv,2011,22.77604948408255,77.22395051591745
991,Beginning of the Great Revival,58309289,151000,58158289,2011.csv,2011,0.2589638848108746,99.74103611518913
992,Huo guo ying xiong,58106427,779818,57326609,2016.csv,2016,1.3420511985705126,98.65794880142948
993,L.O.R.D: Legend of Ravaging Dynasties,58089494,350456,57739038,2016.csv,2016,0.603303585326462,99.39669641467354
994,Snitch,57824674,42930462,14894212,2013.csv,2013,74.2424626553018,25.757537344698218
995,Dolphin Tale 2,57824533,42024533,15800000,2014.csv,2014,72.67595745217692,27.324042547823087
996,Nine Lives,57814445,19700032,38114413,2016.csv,2016,34.07458464748732,65.92541535251269
997,That's My Boy,57719093,36931089,20788004,2012.csv,2012,63.984181109706626,36.015818890293374
998,Goldbuster,57628292,186135,57442157,2017.csv,2017,0.3229923940831007,99.6770076059169
999,Ready or Not,57615777,28714231,28901546,2019.csv,2019,49.83744469852416,50.16255530147584
1000,The Physician,57284237,0,57284237,2013.csv,2013,0.0,100.0
1001,Jade Dynasty,57149764,0,57149764,2019.csv,2019,0.0,100.0
1002,Killer Elite,57084522,25124966,31959556,2011.csv,2011,44.013622466699466,55.986377533300534
1003,Gekijouban Tenpesuto 3D,57082491,0,57082491,2011.csv,2011,0.0,100.0
1004,The 15:17 to Paris,57076286,36276286,20800000,2018.csv,2018,63.55754472181319,36.44245527818681
1005,All the Money in the World,56996304,25113707,31882597,2017.csv,2017,44.061992160053045,55.938007839946955
1006,Zoolander 2,56722693,28848693,27874000,2016.csv,2016,50.85917377018754,49.14082622981247
1007,You Are My Sunshine,56640000,0,56640000,2015.csv,2015,0.0,100.0
1008,Das perfekte Geheimnis,56573047,0,56573047,2019.csv,2019,0.0,100.0
1009,The Big Sick,56411585,42873127,13538458,2017.csv,2017,76.00057151381228,23.99942848618772
1010,A or B,56239049,0,56239049,2018.csv,2018,0.0,100.0
1011,The Big Shot,56040681,0,56040681,2019.csv,2019,0.0,100.0
1012,The Odd Life of Timothy Green,56012642,51854875,4157767,2012.csv,2012,92.57709179295631,7.4229082070436885
1013,Gongjo,55972241,475618,55496623,2017.csv,2017,0.8497390697649573,99.15026093023505
1014,Firestorm,55754766,0,55754766,2013.csv,2013,0.0,100.0
1015,Dallas Buyers Club,55736588,27298285,28438303,2013.csv,2013,48.977316300739474,51.022683699260526
1016,All Eyez on Me,55668698,44922302,10746396,2017.csv,2017,80.6958014358446,19.30419856415539
1017,Lawless,55404159,37400127,18004032,2012.csv,2012,67.50418682467502,32.495813175324976
1018,Silent Hill: Revelation,55362705,17529157,37833548,2011.csv,2011,31.662392579986836,68.33760742001317
1019,Extremely Loud & Incredibly Close,55247881,31847881,23400000,2011.csv,2011,57.64543440136646,42.35456559863355
1020,End of Watch,55078146,41003371,14074775,2012.csv,2012,74.4458083247755,25.55419167522451
1021,Hellboy,55064690,21903748,33160942,2019.csv,2019,39.77820995632592,60.22179004367408
1022,Wolf Children,55045228,0,55045228,2012.csv,2012,0.0,100.0
1023,Barbershop: The Next Cut,55030051,54030051,1000000,2016.csv,2016,98.18281106081476,1.8171889391852463
1024,Downsizing,55003890,24449754,30554136,2017.csv,2017,44.45095428705134,55.54904571294866
1025,St. Vincent,54837234,44137712,10699522,2014.csv,2014,80.48858190039272,19.511418099607287
1026,The Three Stooges,54819301,44338224,10481077,2012.csv,2012,80.88068105793614,19.119318942063853
1027,Go Brother!,54663060,0,54663060,2018.csv,2018,0.0,100.0
1028,Early Man,54622814,8267544,46355270,2018.csv,2018,15.135697695838227,84.86430230416178
1029,The Age of Shadows,54491162,541719,53949443,2016.csv,2016,0.9941410315309481,99.00585896846906
1030,No Escape,54418872,27288872,27130000,2015.csv,2015,50.14597141962075,49.85402858037925
1031,No Good Deed,54323210,52543632,1779578,2014.csv,2014,96.72409270365281,3.275907296347178
1032,The Five-Year Engagement,54169363,28835528,25333835,2012.csv,2012,53.23217110749484,46.76782889250516
1033,Madea's Big Happy Family,54161287,53345287,816000,2011.csv,2011,98.49338882955274,1.5066111704472605
1034,A Ghost of a Chance,53982636,0,53982636,2011.csv,2011,0.0,100.0
1035,"I, Tonya",53939297,30014539,23924758,2017.csv,2017,55.64503185868366,44.35496814131634
1036,Peppermint,53918723,35418723,18500000,2018.csv,2018,65.68909838610236,34.31090161389764
1037,Long Shot,53873809,30316271,23557538,2019.csv,2019,56.27274470234692,43.72725529765308
1038,1987: When the Day Comes,53834292,0,53834292,2017.csv,2017,0.0,100.0
1039,Overheard 3,53493428,0,53493428,2014.csv,2014,0.0,100.0
1040,Supercondriaque,53425036,0,53425036,2014.csv,2014,0.0,100.0
1041,A Madea Christmas,53396635,52543354,853281,2013.csv,2013,98.40199480735069,1.598005192649312
1042,Sinister 2,53329150,27740955,25588195,2015.csv,2015,52.01837081596088,47.98162918403912
1043,A Chinese Odyssey: Part Three,53306108,0,53306108,2016.csv,2016,0.0,100.0
1044,3 Days to Kill,53260230,30697999,22562231,2014.csv,2014,57.63775147046868,42.36224852953132
1045,Temptation: Confessions of a Marriage Counselor,53143144,51975354,1167790,2013.csv,2013,97.80255756038822,2.1974424396117778
1046,Delivery Man,53120346,30664106,22456240,2013.csv,2013,57.72572716299702,42.27427283700298
1047,The Outlaws,52946454,0,52946454,2017.csv,2017,0.0,100.0
1048,Detective Conan: Sunflowers of Inferno,52920296,0,52920296,2015.csv,2015,0.0,100.0
1049,Prem Ratan Dhan Payo,52715771,4364639,48351132,2015.csv,2015,8.279569694617575,91.72043030538242
1050,Rurouni Kenshin Part II: Kyoto Inferno,52696176,0,52696176,2014.csv,2014,0.0,100.0
1051,Wild,52501541,37880356,14621185,2014.csv,2014,72.15094124570554,27.84905875429447
1052,Tunnel,52444295,568876,51875419,2016.csv,2016,1.0847242774452397,98.91527572255477
1053,The Boy Next Door,52425855,35423380,17002475,2015.csv,2015,67.5685308327351,32.43146916726489
1054,The Night Before,52395996,43047372,9348624,2015.csv,2015,82.15775113808314,17.842248861916854
1055,Hollywood Adventures,52265070,0,52265070,2015.csv,2015,0.0,100.0
1056,Patriots Day,52185751,31886361,20299390,2016.csv,2016,61.10166163940038,38.898338360599624
1057,My Beloved Bodyguard,52165873,0,52165873,2016.csv,2016,0.0,100.0
1058,The Finest Hours,52099090,27569558,24529532,2016.csv,2016,52.917542321756486,47.082457678243514
1059,Teen Titans GO! To the Movies,52090236,29790236,22300000,2018.csv,2018,57.18967370391641,42.81032629608359
1060,"Yo-kai Watch Movie: It's the Secret of Birth, Meow!",51838845,257343,51581502,2015.csv,2015,0.4964288845555876,99.50357111544442
1061,Slender Man,51738549,30569484,21169065,2018.csv,2018,59.08454061979975,40.91545938020025
1062,Master,51636415,597251,51039164,2016.csv,2016,1.1566469128424195,98.84335308715758
1063,Breaking In,51411620,46840590,4571030,2018.csv,2018,91.10895552406247,8.89104447593754
1064,Cry Me a Sad River,51400614,0,51400614,2018.csv,2018,0.0,100.0
1065,Hot Pursuit,51380201,34580201,16800000,2015.csv,2015,67.30258022929883,32.69741977070117
1066,Once Upon a Deadpool 2018 Re-release,51349833,6100309,45249524,2018.csv,2018,11.87990036890675,88.12009963109325
1067,Simmba,51329025,5102129,46226896,2018.csv,2018,9.9400465915727,90.05995340842729
1068,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,51167572,944193,50223379,2013.csv,2013,1.8452956884489262,98.15470431155107
1069,Sunny,51116421,0,51116421,2011.csv,2011,0.0,100.0
1070,Magic in the Moonlight,51029361,10539326,40490035,2014.csv,2014,20.653454782629947,79.34654521737005
1071,Red Dawn,50950296,44806783,6143513,2012.csv,2012,87.94214463444922,12.05785536555077
1072,Doraemon the Movie: Nobita and the Birth of Japan,50939840,0,50939840,2016.csv,2016,0.0,100.0
1073,War of the Arrows,50587661,251200,50336461,2011.csv,2011,0.49656377668854856,99.50343622331145
1074,Kingdom,50574061,0,50574061,2019.csv,2019,0.0,100.0
1075,The Himalayas,50544493,696717,49847776,2015.csv,2015,1.3784231647154914,98.62157683528451
1076,Dragon Ball Z: Battle of Gods,50461371,2553002,47908369,2013.csv,2013,5.059319533747904,94.94068046625209
1077,Kokowääh,50447784,0,50447784,2011.csv,2011,0.0,100.0
1078,About Last Night,50445860,48637684,1808176,2014.csv,2014,96.41561071612219,3.584389283877805
1079,Breakthrough,50444358,40713082,9731276,2019.csv,2019,80.70889117074303,19.29110882925698
1080,Just Mercy,50401502,36001502,14400000,2019.csv,2019,71.4294228771198,28.570577122880188
1081,Red Tails,50365498,49876377,489121,2012.csv,2012,99.02885701636465,0.9711429836353449
1082,"Monsters, Inc. 2012 3D Release",50207820,34043006,16164814,2012.csv,2012,67.80419066193274,32.19580933806726
1083,HOUBA! On the Trail of the Marsupilami,50146474,0,50146474,2012.csv,2012,0.0,100.0
1084,Uncut Gems,50023780,50023780,0,2019.csv,2019,100.0,0.0
1085,Dearest 2014 Re-release,50000583,0,50000583,2014.csv,2014,0.0,100.0
1086,Family is Family,49954866,0,49954866,2018.csv,2018,0.0,100.0
1087,21 Bridges,49939757,28539757,21400000,2019.csv,2019,57.14836978481894,42.85163021518106
1088,Winnie the Pooh,49871429,26692846,23178583,2011.csv,2011,53.5233229430823,46.4766770569177
1089,The Wailing,49851770,786633,49065137,2016.csv,2016,1.5779439727014708,98.42205602729854
1090,The Boy and the Beast,49714378,490643,49223735,2015.csv,2015,0.9869237426645466,99.01307625733546
1091,Two Is a Family,49619118,0,49619118,2016.csv,2016,0.0,100.0
1092,Song of Youth,49615508,0,49615508,2019.csv,2019,0.0,100.0
1093,Surprise,49567466,0,49567466,2015.csv,2015,0.0,100.0
1094,Death Wish,49562710,34017028,15545682,2018.csv,2018,68.63431801852643,31.36568198147357
1095,The Grudge,49511319,21221803,28289516,2019.csv,2019,42.86252806151256,57.13747193848744
1096,Tad: The Lost Explorer,49490859,0,49490859,2012.csv,2012,0.0,100.0
1097,Entourage,49263404,32363404,16900000,2015.csv,2015,65.69461582476112,34.305384175238885
1098,A Turtle's Tale 2: Sammy's Escape from Paradise,49261830,0,49261830,2012.csv,2012,0.0,100.0
1099,Little,48987096,40860481,8126615,2019.csv,2019,83.41070268790786,16.589297312092146
1100,Whiplash,48982041,13092000,35890041,2014.csv,2014,26.72816349159481,73.2718365084052
1101,Never Gone,48980792,96421,48884371,2016.csv,2016,0.19685471806989158,99.8031452819301
1102,The Berlin File,48972848,665210,48307638,2013.csv,2013,1.3583241064518037,98.6416758935482
1103,Trouble with the Curve,48963137,35763137,13200000,2012.csv,2012,73.04094302617906,26.95905697382094
1104,Luck-Key,48913975,466505,48447470,2016.csv,2016,0.9537253923853051,99.04627460761469
1105,Florence Foster Jenkins,48902953,27383770,21519183,2016.csv,2016,55.996148126269595,44.003851873730405
1106,The Woman in Black 2: Angel of Death,48854305,26501323,22352982,2015.csv,2015,54.24562482262311,45.7543751773769
1107,Bleeding Steel,48825526,0,48825526,2017.csv,2017,0.0,100.0
1108,Isn't It Romantic,48791187,48791187,0,2019.csv,2019,100.0,0.0
1109,Mother's Day,48782670,32492859,16289811,2016.csv,2016,66.60738126879893,33.392618731201054
1110,Concussion,48623572,34542474,14081098,2015.csv,2015,71.04059323325733,28.959406766742685
1111,Her,48517427,25568251,22949176,2013.csv,2013,52.69910747740189,47.30089252259811
1112,The Legend of Hei,48507082,0,48507082,2019.csv,2019,0.0,100.0
1113,Logan Lucky,48453605,27780977,20672628,2017.csv,2017,57.33521169374291,42.66478830625709
1114,Homefront,48449416,20158898,28290518,2013.csv,2013,41.608134141389854,58.391865858610146
1115,Chef,48428048,31424003,17004045,2014.csv,2014,64.88802315550691,35.11197684449309
1116,Boo 2! A Madea Halloween,48333932,47319572,1014360,2017.csv,2017,97.9013501322425,2.0986498677575
1117,The Last Stand,48330757,12050299,36280458,2013.csv,2013,24.932982117370933,75.06701788262907
1118,Arthur,48147945,33035397,15112548,2011.csv,2011,68.61226787560715,31.387732124392848
1119,Boyhood,48137666,25352281,22785385,2014.csv,2014,52.66620321807874,47.33379678192125
1120,21 & Over,48065672,25682380,22383292,2013.csv,2013,53.431854650861844,46.56814534913815
1121,Sky Hunter,48065601,0,48065601,2017.csv,2017,0.0,100.0
1122,Countdown,48021766,25621766,22400000,2019.csv,2019,53.35448513076341,46.645514869236585
1123,Midsommar,47863365,27426361,20437004,2019.csv,2019,57.301363997286856,42.698636002713144
1124,Queen & Slim,47860909,43808310,4052599,2019.csv,2019,91.53254903704399,8.467450962956011
1125,Phantom Thread,47756590,21198205,26558385,2017.csv,2017,44.38802058522185,55.61197941477815
1126,"Yo-kai Watch Movie: It's the Secret of Birth, Meow! 2016 Re-release",47642462,0,47642462,2016.csv,2016,0.0,100.0
1127,Man on a Ledge,47636031,18620000,29016031,2012.csv,2012,39.08805920459662,60.911940795403375
1128,Inside Men,47616503,0,47616503,2015.csv,2015,0.0,100.0
1129,The Dead End,47600000,0,47600000,2015.csv,2015,0.0,100.0
1130,Coming Home,47587984,377607,47210377,2014.csv,2014,0.7934923236084135,99.20650767639158
1131,47 Meters Down: Uncaged,47582563,22260900,25321663,2019.csv,2019,46.783734621441056,53.216265378558944
1132,Boonie Bears Winter,47581416,0,47581416,2015.csv,2015,0.0,100.0
1133,Beauty and the Beast,47430624,0,47430624,2014.csv,2014,0.0,100.0
1134,The Magic Tuche,47427990,0,47427990,2018.csv,2018,0.0,100.0
1135,Nightcrawler,47398992,32381217,15017775,2014.csv,2014,68.3162565988745,31.68374340112549
1136,Rough Night,47347283,22105643,25241640,2017.csv,2017,46.6883031070653,53.3116968929347
1137,Texas Chainsaw,47340586,34341945,12998641,2013.csv,2013,72.54228961170865,27.45771038829135
1138,A Monster Calls,47309313,3740823,43568490,2016.csv,2016,7.907159843982516,92.09284015601749
1139,Tiny Times 2.0,47289937,43788,47246149,2013.csv,2013,0.09259475224084143,99.90740524775916
1140,Golden Job,47287851,285795,47002056,2018.csv,2018,0.6043729921243407,99.39562700787566
1141,Mortdecai,47275695,7696134,39579561,2015.csv,2015,16.279261468287245,83.72073853171275
1142,Switch,47164301,0,47164301,2013.csv,2013,0.0,100.0
1143,Soul Surfer,47120948,43853424,3267524,2011.csv,2011,93.06566582658736,6.9343341734126405
1144,The Place Beyond the Pines,47052899,21403519,25649380,2013.csv,2013,45.48820466938711,54.51179533061289
1145,Son of Bigfoot,47046281,289308,46756973,2017.csv,2017,0.6149434000957483,99.38505659990426
1146,Parker,46922566,17616641,29305925,2013.csv,2013,37.54406994706982,62.455930052930185
1147,Mary Queen of Scots,46712809,16468499,30244310,2018.csv,2018,35.25478204489907,64.74521795510093
1148,Uncle Drew,46664414,42469946,4194468,2018.csv,2018,91.01142039413588,8.988579605864118
1149,Three Seconds,46596415,0,46596415,2017.csv,2017,0.0,100.0
1150,The Big Wedding,46522137,21819348,24702789,2013.csv,2013,46.90100112984922,53.09899887015078
1151,Badges of Fury,46495296,0,46495296,2013.csv,2013,0.0,100.0
1152,Risen,46432579,36880033,9552546,2016.csv,2016,79.42706133122608,20.572938668773926
1153,Acrimony,46403669,43549096,2854573,2018.csv,2018,93.84838944523977,6.151610554760229
1154,A Werewolf Boy,46282588,342922,45939666,2012.csv,2012,0.7409309090494248,99.25906909095058
1155,The Thousand Faces of Dunjia,46263237,124187,46139050,2017.csv,2017,0.2684356047113608,99.73156439528864
1156,The Battleship Island,46183383,1104957,45078426,2017.csv,2017,2.392542356630739,97.60745764336927
1157,Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,46180706,0,46180706,2012.csv,2012,0.0,100.0
1158,Hanson and the Beast,46154323,0,46154323,2017.csv,2017,0.0,100.0
1159,Eddie the Eagle,46152800,15789389,30363411,2016.csv,2016,34.2111182853478,65.7888817146522
1160,The World's End,46089287,26004851,20084436,2013.csv,2013,56.42276696534707,43.577233034652934
1161,Gekijouban Tenpesuto 3D 2012 Re-release,46008255,0,46008255,2012.csv,2012,0.0,100.0
1162,Let's Get Married,45972724,462918,45509806,2015.csv,2015,1.0069405502271302,98.99305944977287
1163,Asterix: The Secret of the Magic Potion,45972321,1271953,44700368,2018.csv,2018,2.7667800370575155,97.23321996294248
1164,Gintama Live Action the Movie,45746967,0,45746967,2017.csv,2017,0.0,100.0
1165,Somewhere Only We Know,45737711,482341,45255370,2015.csv,2015,1.0545805407708313,98.94541945922917
1166,Chasing the Dragon II: Wild Wild Bunch,45733356,196634,45536722,2019.csv,2019,0.42995751284904615,99.57004248715096
1167,"McFarland, USA",45710059,44482410,1227649,2015.csv,2015,97.31426949153577,2.685730508464231
1168,Judy,45701880,24313888,21387992,2019.csv,2019,53.20106743967644,46.79893256032356
1169,Guilty of Mind,45698503,0,45698503,2017.csv,2017,0.0,100.0
1170,Earth to Echo,45681062,38934842,6746220,2014.csv,2014,85.23191076424624,14.768089235753756
1171,That Awkward Moment,45640143,26068955,19571188,2014.csv,2014,57.11847791537375,42.88152208462625
1172,The Debt,45636368,31177548,14458820,2011.csv,2011,68.31732972264575,31.682670277354237
1173,Bajrangi Bhaijaan 2018 Re-release,45579004,0,45579004,2018.csv,2018,0.0,100.0
1174,Hero,45565534,88675,45476859,2015.csv,2015,0.19460981188105905,99.80539018811893
